Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
AAOI,"Applied Optoelectronics, Inc.",32.05,$621.2M,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi
AREX,Approach Resources Inc.,2.86,$247.43M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex
APTI,"Apptio, Inc.",24.24,$979.02M,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti
APRI,"Apricus Biosciences, Inc.",2.25,$34.23M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri
APVO,Aptevo Therapeutics Inc.,3.01,$64.5M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo
APTO,"Aptose Biosciences, Inc.",2.62,$72.06M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto
AQMS,"Aqua Metals, Inc.",1.59,$32.44M,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",2.5501,$22.68M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
AQXP,"Aquinox Pharmaceuticals, Inc.",13.4,$314.43M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp
ARDM,Aradigm Corporation,1.22,$18.48M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm
ARLZ,Aralez Pharmaceuticals Inc.,1.68,$112.31M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arlz
PETX,"Aratana Therapeutics, Inc.",4.37,$187.9M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx
ABUS,Arbutus Biopharma Corporation,5.25,$291.65M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus
ARCW,"ARC Group Worldwide, Inc.",1.95,$35.63M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw
ABIO,"ARCA biopharma, Inc.",1.6,$18.8M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio
ARCB,ArcBest Corporation,32.95,$844.73M,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,86.01,$11.26B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,23.98,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,23.07,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp
APLP,"Archrock Partners, L.P.",12.74,$894.17M,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/aplp
FUV,"Arcimoto, Inc.",3.03,$48.09M,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv
ARCT,Arcturus Therapeutics Ltd.,5.9256,$62.63M,2013,n/a,n/a,https://www.nasdaq.com/symbol/arct
ARDX,"Ardelyx, Inc.",6.15,$292.34M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",38.4,$1.51B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,15.56,$6.63B,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,75.98,$2.43B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
AGII,"Argo Group International Holdings, Ltd.",58.325,$1.73B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/agii
AGIIL,"Argo Group International Holdings, Ltd.",25.2201,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/agiil
ARKR,Ark Restaurants Corp.,24.6027,$84.55M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARMO,"ARMO BioSciences, Inc.",41.56,$1.22B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/armo
ARTX,Arotech Corporation,3.5,$92.38M,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",1.66,$144.6M,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,16.87,$3.5B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,23.46,$4.39B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs
DWCR,Arrow DWA Country Rotation ETF,30.23,$6.05M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,11.36,$7.95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,31.75,$442.59M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",5.66,$491.22M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ASNS,"Arsanis, Inc.",12.91,$176.79M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.7208,$11.32M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTNA,Artesian Resources Corporation,33.75,$310.27M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ASNA,"Ascena Retail Group, Inc.",1.88,$368.55M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,51.04,$1.86B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",6.86,$84.56M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.65,$36.62M,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
ASML,ASML Holding N.V.,179.9,$77.45B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,7.89,$116.9M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",71.33,$5.13B,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",43.56,$757.85M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASFI,"Asta Funding, Inc.",10.9,$72.2M,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",58.64,$1.35B,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,38.9,$1.09B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",12.95,$87.56M,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,2.83,$12.75M,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,13.61,$169.67M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",8,$78.4M,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,6,$145.45M,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",36.7,$1.12B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",127.27,$5.1B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn
ATNX,"Athenex, Inc.",14.21,$824.11M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",1.64,$204.23M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
ATAC,Atlantic Acquisition Corp.,9.8921,$58.09M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/atac
ATACR,Atlantic Acquisition Corp.,0.483,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/atacr
ATACU,Atlantic Acquisition Corp.,10.36,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/atacu
AAME,Atlantic American Corporation,3.1,$63.36M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",16.85,$433.52M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi
ACFC,Atlantic Coast Financial Corporation,9.99,$155.38M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/acfc
AY,Atlantica Yield plc,19.69,$1.97B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,2.2,$33.72M,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,51.75,$1.31B,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",18.55,$223.17M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",25.7634,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,48.86,$11.35B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",53.42,$855.6M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,5.6582,$68.81M,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,0.6087,$19.37M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",15.05,$518.84M,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,543.5,$1.01B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,6.84,$141.71M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",3.5,$104.15M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",38.6483,$140.82M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",31.38,$936.86M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,7.31,$236.93M,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AUPH,Aurinia Pharmaceuticals Inc,5.06,$425.3M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,0.31,$15.09M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
ADSK,"Autodesk, Inc.",104.81,$23.09B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
ADP,"Automatic Data Processing, Inc.",108.25,$47.98B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",7.57,$98.77M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,9.47,$376.55M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
ATXI,"Avenue Therapeutics, Inc.",3.67,$37.67M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",3.05,$360.88M,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVXS,"AveXis, Inc.",106.19,$3.4B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avxs
AVNW,"Aviat Networks, Inc.",14.72,$78.28M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",3.27,$147.85M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",24.65,$17.26M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",4.66,$191.93M,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVIR,"Aviragen Therapeutics, Inc.",0.79,$30.53M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avir
CAR,"Avis Budget Group, Inc.",40.38,$3.29B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,10.04,$389.05M,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,10.33,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,0.3801,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpaw
AWRE,"Aware, Inc.",4.25,$91.85M,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",22.45,$719.48M,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",24.4,$835.97M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",25.32,$1.34B,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn
AXON          ,Axovant Sciences Ltd.,1.94,$208.96M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon
AXSM,"Axsome Therapeutics, Inc.",2.55,$64.91M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,7.6,$295.57M,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",2.75,$12.11M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",3.06,$35.54M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,16.677,$498.64M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",18.45,$488.33M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",24.8999,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg
RILYL,"B. Riley Financial, Inc.",25.65,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYZ,"B. Riley Financial, Inc.",25.12,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,1.94,$6.28M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",212.07,$73.64B,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,70.84,$2.27B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BWINA,"Baldwin & Lyons, Inc.",23.1,$347.35M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",22.95,$345.1M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bwinb
BLDP,"Ballard Power Systems, Inc.",3.1,$551.99M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,53.05,$1.69B,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.8,$27.8M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",15.04,$51.8M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
BAND,Bandwidth Inc.,21.03,$370.58M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BOCH,Bank of Commerce Holdings (CA),10.9,$177.36M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,65.5,$453.36M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,49.26,$49.26M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,18.901,$94.21M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",14.9001,$65.24M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,47.55,$6.09B,1997,Finance,Major Banks,https://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,15.43,$277.1M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",31.89,$247.19M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,52.36,$1.72B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,32.43,$1.77B,2015,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun
DFVL,Barclays PLC,61.63,$4.47M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl
DFVS,Barclays PLC,35.5597,$1.31M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs
DLBL,Barclays PLC,75.08,$4.35M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbl
DLBS,Barclays PLC,19.7,$18.58M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs
DTUL,Barclays PLC,58.33,$4.03M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul
DTUS,Barclays PLC,36.7047,$9.18M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus
DTYL,Barclays PLC,73.14,$5.03M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl
DTYS,Barclays PLC,22.2,$60.87M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtys
FLAT,Barclays PLC,63.7599,$3.01M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat
STPP,Barclays PLC,32.6562,$4.37M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp
TAPR,Barclays PLC,27.27,$17.47M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr
BHAC,Barington/Hilco Acquisition Corp.,10.53,$29.32M,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhac
BHACR,Barington/Hilco Acquisition Corp.,0.2499,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacr
BHACU,Barington/Hilco Acquisition Corp.,10.4,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacu
BHACW,Barington/Hilco Acquisition Corp.,0.17,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacw
BBSI,"Barrett Business Services, Inc.",63.27,$461.89M,1993,Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",31.9,$343.39M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/bset
BYBK,"Bay Bancorp, Inc.",12.55,$134.51M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bybk
BCBP,"BCB Bancorp, Inc. (NJ)",14.55,$218.71M,2005,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",55.09,$3.74B,2004,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn
BSF,"Bear State Financial, Inc.",10.24,$386.74M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bsf
BBGI,"Beasley Broadcast Group, Inc.",12.35,$344.66M,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi
BBBY,Bed Bath & Beyond Inc.,21.82,$3.11B,1992,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby
BGNE,"BeiGene, Ltd.",122.94,$5.59B,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bgne
BELFA,Bel Fuse Inc.,17.05,$205.17M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,18.65,$224.43M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfb
BLPH,"Bellerophon Therapeutics, Inc.",2.09,$115.33M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blph
BLCM,"Bellicum Pharmaceuticals, Inc.",5.66,$188.22M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blcm
BNCL,"Beneficial Bancorp, Inc.",15,$1.14B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bncl
BNFT,"Benefitfocus, Inc.",23.8,$744.3M,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bnft
BNTC,Benitec Biopharma Limited,3.2,$32.82M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntc
BNTCW,Benitec Biopharma Limited,0.39,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntcw
BYSI,"BeyondSpring, Inc.",26.47,$604.71M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bysi
BGCP,"BGC Partners, Inc.",13.29,$3.84B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgcp
BGFV,Big 5 Sporting Goods Corporation,5.65,$121.06M,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bgfv
BRPA,Big Rock Partners Acquisition Corp.,9.74,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpa
